id,digit
2363,1
2364,2
2365,3
2366,0
2367,8
2368,2
2369,8
2370,9
2371,8
2372,5
2373,1
2374,8
2375,9
2376,6
2377,5
2378,4
2379,8
2380,6
2381,7
2382,4
2383,4
2384,0
2385,5
2386,1
2387,2
2388,8
2389,1
2390,1
2391,7
2392,9
2393,8
2394,9
2395,1
2396,7
2397,1
2398,9
2399,3
2400,0
2401,8
2402,9
2403,1
2404,7
2405,8
2406,3
2407,1
2408,9
2409,3
2410,7
2411,8
2412,8
2413,3
2414,0
2415,5
2416,8
2417,0
2418,9
2419,1
2420,9
2421,2
2422,5
2423,1
2424,6
2425,1
2426,1
2427,1
2428,8
2429,9
2430,9
2431,6
2432,8
2433,6
2434,3
2435,4
2436,8
2437,1
2438,0
2439,9
2440,1
2441,7
2442,6
2443,1
2444,7
2445,9
2446,4
2447,7
2448,6
2449,2
2450,1
2451,9
2452,1
2453,2
2454,4
2455,6
2456,5
2457,6
2458,2
2459,1
2460,3
2461,0
2462,9
2463,7
2464,9
2465,8
2466,1
2467,8
2468,0
2469,3
2470,7
2471,1
2472,8
2473,3
2474,1
2475,8
2476,4
2477,4
2478,8
2479,0
2480,2
2481,5
2482,1
2483,3
2484,8
2485,4
2486,1
2487,2
2488,5
2489,0
2490,1
2491,8
2492,3
2493,3
2494,0
2495,1
2496,8
2497,1
2498,3
2499,7
2500,4
2501,5
2502,2
2503,2
2504,0
2505,3
2506,8
2507,9
2508,0
2509,0
2510,1
2511,5
2512,1
2513,4
2514,6
2515,2
2516,4
2517,1
2518,0
2519,4
2520,1
2521,4
2522,5
2523,5
2524,1
2525,6
2526,3
2527,1
2528,7
2529,2
2530,9
2531,0
2532,1
2533,2
2534,3
2535,5
2536,7
2537,1
2538,2
2539,1
2540,2
2541,9
2542,5
2543,6
2544,5
2545,4
2546,3
2547,7
2548,1
2549,1
2550,1
2551,2
2552,5
2553,0
2554,0
2555,9
2556,5
2557,8
2558,1
2559,0
2560,1
2561,1
2562,1
2563,0
2564,8
2565,1
2566,3
2567,4
2568,0
2569,6
2570,1
2571,2
2572,3
2573,7
2574,2
2575,3
2576,9
2577,9
2578,7
2579,1
2580,8
2581,5
2582,8
2583,4
2584,6
2585,8
2586,5
2587,2
2588,7
2589,1
2590,5
2591,8
2592,1
2593,6
2594,5
2595,4
2596,9
2597,8
2598,0
2599,7
2600,4
2601,1
2602,2
2603,1
2604,9
2605,8
2606,1
2607,3
2608,1
2609,5
2610,8
2611,0
2612,1
2613,9
2614,3
2615,1
2616,4
2617,1
2618,9
2619,3
2620,4
2621,5
2622,6
2623,3
2624,6
2625,1
2626,3
2627,4
2628,6
2629,1
2630,3
2631,4
2632,8
2633,0
2634,1
2635,8
2636,7
2637,2
2638,4
2639,1
2640,2
2641,1
2642,8
2643,3
2644,1
2645,1
2646,6
2647,1
2648,3
2649,2
2650,7
2651,1
2652,1
2653,7
2654,3
2655,5
2656,1
2657,8
2658,8
2659,7
2660,0
2661,0
2662,0
2663,1
2664,8
2665,3
2666,4
2667,1
2668,9
2669,1
2670,4
2671,9
2672,2
2673,8
2674,2
2675,3
2676,3
2677,7
2678,7
2679,8
2680,1
2681,6
2682,3
2683,0
2684,9
2685,0
2686,1
2687,6
2688,5
2689,1
2690,8
2691,6
2692,8
2693,1
2694,8
2695,0
2696,0
2697,6
2698,1
2699,4
2700,1
2701,2
2702,5
2703,2
2704,1
2705,5
2706,6
2707,1
2708,5
2709,1
2710,0
2711,1
2712,8
2713,0
2714,1
2715,7
2716,2
2717,8
2718,5
2719,8
2720,8
2721,0
2722,8
2723,1
2724,4
2725,8
2726,1
2727,8
2728,1
2729,6
2730,1
2731,9
2732,1
2733,2
2734,1
2735,0
2736,3
2737,0
2738,8
2739,5
2740,4
2741,2
2742,7
2743,8
2744,2
2745,5
2746,7
2747,8
2748,4
2749,2
2750,6
2751,0
2752,5
2753,3
2754,4
2755,1
2756,0
2757,8
2758,4
2759,1
2760,4
2761,2
2762,4
2763,8
2764,2
2765,8
2766,8
2767,4
2768,0
2769,2
2770,1
2771,0
2772,4
2773,1
2774,4
2775,0
2776,5
2777,1
2778,4
2779,8
2780,5
2781,2
2782,9
2783,7
2784,2
2785,4
2786,1
2787,7
2788,1
2789,1
2790,8
2791,6
2792,0
2793,7
2794,7
2795,1
2796,8
2797,4
2798,8
2799,5
2800,8
2801,3
2802,4
2803,1
2804,1
2805,4
2806,8
2807,7
2808,1
2809,7
2810,9
2811,9
2812,4
2813,6
2814,2
2815,3
2816,1
2817,9
2818,1
2819,2
2820,8
2821,1
2822,5
2823,8
2824,1
2825,8
2826,3
2827,2
2828,4
2829,0
2830,9
2831,1
2832,7
2833,7
2834,7
2835,1
2836,5
2837,5
2838,1
2839,3
2840,1
2841,1
2842,1
2843,5
2844,8
2845,6
2846,4
2847,4
2848,1
2849,9
2850,0
2851,1
2852,5
2853,0
2854,5
2855,1
2856,0
2857,3
2858,2
2859,1
2860,6
2861,3
2862,1
2863,9
2864,6
2865,8
2866,9
2867,9
2868,2
2869,0
2870,1
2871,4
2872,3
2873,6
2874,2
2875,9
2876,5
2877,4
2878,7
2879,0
2880,5
2881,2
2882,8
2883,1
2884,8
2885,8
2886,1
2887,8
2888,1
2889,1
2890,3
2891,9
2892,0
2893,0
2894,3
2895,5
2896,4
2897,1
2898,1
2899,7
2900,6
2901,0
2902,6
2903,2
2904,1
2905,8
2906,8
2907,2
2908,1
2909,8
2910,4
2911,9
2912,9
2913,8
2914,9
2915,0
2916,0
2917,9
2918,9
2919,1
2920,9
2921,5
2922,0
2923,9
2924,8
2925,7
2926,9
2927,3
2928,1
2929,3
2930,1
2931,9
2932,3
2933,1
2934,7
2935,1
2936,9
2937,8
2938,4
2939,6
2940,1
2941,1
2942,7
2943,7
2944,6
2945,2
2946,2
2947,2
2948,1
2949,3
2950,4
2951,7
2952,7
2953,1
2954,8
2955,7
2956,9
2957,0
2958,0
2959,1
2960,5
2961,7
2962,1
2963,7
2964,0
2965,8
2966,8
2967,9
2968,3
2969,9
2970,1
2971,5
2972,1
2973,7
2974,1
2975,5
2976,4
2977,9
2978,2
2979,7
2980,1
2981,3
2982,5
2983,4
2984,9
2985,0
2986,8
2987,4
2988,3
2989,1
2990,2
2991,7
2992,1
2993,1
2994,5
2995,7
2996,1
2997,8
2998,4
2999,0
3000,4
3001,1
3002,3
3003,4
3004,0
3005,2
3006,7
3007,8
3008,8
3009,8
3010,5
3011,5
3012,2
3013,5
3014,1
3015,8
3016,1
3017,8
3018,8
3019,2
3020,8
3021,1
3022,7
3023,0
3024,5
3025,2
3026,0
3027,2
3028,5
3029,1
3030,5
3031,5
3032,3
3033,2
3034,8
3035,1
3036,9
3037,6
3038,8
3039,3
3040,8
3041,5
3042,1
3043,8
3044,4
3045,9
3046,5
3047,9
3048,8
3049,0
3050,1
3051,5
3052,1
3053,1
3054,7
3055,6
3056,1
3057,1
3058,4
3059,4
3060,7
3061,2
3062,2
3063,0
3064,1
3065,8
3066,4
3067,6
3068,7
3069,3
3070,9
3071,0
3072,6
3073,4
3074,1
3075,1
3076,1
3077,7
3078,1
3079,9
3080,8
3081,8
3082,0
3083,5
3084,5
3085,1
3086,8
3087,5
3088,1
3089,3
3090,1
3091,1
3092,3
3093,0
3094,2
3095,1
3096,7
3097,1
3098,2
3099,9
3100,1
3101,3
3102,1
3103,1
3104,1
3105,6
3106,0
3107,8
3108,0
3109,8
3110,1
3111,1
3112,5
3113,1
3114,1
3115,1
3116,1
3117,6
3118,2
3119,8
3120,2
3121,8
3122,3
3123,1
3124,9
3125,8
3126,2
3127,5
3128,4
3129,1
3130,1
3131,4
3132,0
3133,1
3134,8
3135,8
3136,1
3137,3
3138,1
3139,7
3140,1
3141,9
3142,8
3143,2
3144,6
3145,8
3146,1
3147,2
3148,9
3149,7
3150,7
3151,4
3152,8
3153,8
3154,6
3155,7
3156,8
3157,1
3158,7
3159,9
3160,7
3161,0
3162,7
3163,8
3164,1
3165,7
3166,3
3167,0
3168,3
3169,1
3170,5
3171,3
3172,1
3173,1
3174,2
3175,4
3176,8
3177,4
3178,0
3179,1
3180,8
3181,2
3182,8
3183,6
3184,7
3185,7
3186,1
3187,8
3188,1
3189,1
3190,7
3191,8
3192,2
3193,0
3194,3
3195,1
3196,5
3197,5
3198,1
3199,0
3200,7
3201,8
3202,1
3203,2
3204,0
3205,9
3206,9
3207,9
3208,3
3209,5
3210,5
3211,1
3212,1
3213,2
3214,5
3215,6
3216,9
3217,3
3218,5
3219,8
3220,8
3221,7
3222,8
3223,6
3224,8
3225,0
3226,5
3227,6
3228,7
3229,5
3230,6
3231,7
3232,4
3233,8
3234,0
3235,3
3236,0
3237,4
3238,1
3239,6
3240,1
3241,1
3242,5
3243,9
3244,0
3245,8
3246,6
3247,6
3248,0
3249,1
3250,2
3251,9
3252,7
3253,1
3254,0
3255,1
3256,5
3257,1
3258,8
3259,5
3260,1
3261,8
3262,9
3263,4
3264,0
3265,7
3266,7
3267,1
3268,4
3269,5
3270,0
3271,1
3272,3
3273,8
3274,4
3275,0
3276,1
3277,1
3278,0
3279,6
3280,6
3281,5
3282,5
3283,0
3284,2
3285,0
3286,7
3287,3
3288,0
3289,8
3290,2
3291,8
3292,3
3293,8
3294,5
3295,3
3296,1
3297,7
3298,8
3299,0
3300,3
3301,5
3302,9
3303,0
3304,8
3305,1
3306,8
3307,9
3308,7
3309,5
3310,5
3311,2
3312,1
3313,4
3314,1
3315,8
3316,0
3317,3
3318,9
3319,6
3320,0
3321,9
3322,9
3323,8
3324,5
3325,7
3326,7
3327,1
3328,6
3329,9
3330,4
3331,4
3332,5
3333,0
3334,8
3335,7
3336,7
3337,4
3338,2
3339,0
3340,4
3341,3
3342,6
3343,1
3344,8
3345,1
3346,3
3347,0
3348,6
3349,8
3350,9
3351,1
3352,4
3353,7
3354,0
3355,2
3356,3
3357,5
3358,5
3359,5
3360,3
3361,8
3362,2
3363,4
3364,8
3365,2
3366,1
3367,8
3368,9
3369,3
3370,3
3371,4
3372,8
3373,9
3374,1
3375,7
3376,1
3377,4
3378,5
3379,9
3380,3
3381,6
3382,8
3383,4
3384,5
3385,8
3386,1
3387,5
3388,2
3389,2
3390,4
3391,5
3392,1
3393,2
3394,0
3395,1
3396,1
3397,4
3398,5
3399,5
3400,0
3401,8
3402,1
3403,4
3404,4
3405,9
3406,4
3407,3
3408,8
3409,7
3410,8
3411,1
3412,7
3413,8
3414,1
3415,8
3416,8
3417,7
3418,1
3419,3
3420,5
3421,1
3422,1
3423,0
3424,0
3425,1
3426,1
3427,9
3428,7
3429,3
3430,1
3431,8
3432,2
3433,8
3434,1
3435,7
3436,1
3437,2
3438,1
3439,1
3440,1
3441,4
3442,3
3443,2
3444,1
3445,1
3446,8
3447,7
3448,2
3449,2
3450,4
3451,3
3452,8
3453,0
3454,8
3455,1
3456,5
3457,9
3458,9
3459,1
3460,8
3461,6
3462,1
3463,8
3464,5
3465,8
3466,1
3467,2
3468,3
3469,1
3470,5
3471,5
3472,1
3473,5
3474,2
3475,9
3476,4
3477,4
3478,8
3479,1
3480,1
3481,3
3482,5
3483,4
3484,2
3485,0
3486,4
3487,0
3488,4
3489,1
3490,2
3491,1
3492,5
3493,5
3494,2
3495,1
3496,4
3497,3
3498,1
3499,2
3500,5
3501,1
3502,1
3503,1
3504,2
3505,3
3506,3
3507,7
3508,3
3509,5
3510,0
3511,6
3512,1
3513,5
3514,1
3515,4
3516,8
3517,0
3518,8
3519,1
3520,1
3521,8
3522,3
3523,5
3524,0
3525,7
3526,4
3527,1
3528,1
3529,1
3530,2
3531,7
3532,8
3533,8
3534,1
3535,9
3536,9
3537,1
3538,9
3539,9
3540,1
3541,5
3542,4
3543,8
3544,8
3545,9
3546,3
3547,3
3548,1
3549,1
3550,1
3551,9
3552,1
3553,2
3554,1
3555,0
3556,2
3557,6
3558,2
3559,4
3560,0
3561,3
3562,5
3563,8
3564,8
3565,9
3566,1
3567,5
3568,7
3569,4
3570,8
3571,2
3572,1
3573,1
3574,1
3575,5
3576,2
3577,5
3578,3
3579,8
3580,1
3581,9
3582,1
3583,7
3584,1
3585,1
3586,1
3587,8
3588,9
3589,4
3590,8
3591,9
3592,7
3593,8
3594,8
3595,4
3596,9
3597,8
3598,7
3599,5
3600,8
3601,1
3602,4
3603,3
3604,1
3605,6
3606,6
3607,7
3608,9
3609,1
3610,1
3611,0
3612,3
3613,2
3614,5
3615,4
3616,8
3617,5
3618,0
3619,0
3620,1
3621,5
3622,4
3623,5
3624,4
3625,2
3626,9
3627,5
3628,9
3629,1
3630,9
3631,8
3632,3
3633,9
3634,1
3635,8
3636,3
3637,1
3638,2
3639,1
3640,1
3641,1
3642,7
3643,4
3644,8
3645,1
3646,9
3647,9
3648,6
3649,3
3650,9
3651,5
3652,9
3653,1
3654,4
3655,7
3656,6
3657,7
3658,0
3659,1
3660,1
3661,0
3662,1
3663,9
3664,4
3665,5
3666,6
3667,4
3668,3
3669,0
3670,1
3671,1
3672,8
3673,3
3674,4
3675,4
3676,4
3677,8
3678,4
3679,5
3680,4
3681,3
3682,4
3683,1
3684,5
3685,3
3686,4
3687,1
3688,2
3689,8
3690,8
3691,0
3692,3
3693,6
3694,1
3695,3
3696,1
3697,9
3698,7
3699,9
3700,7
3701,8
3702,5
3703,2
3704,9
3705,4
3706,1
3707,8
3708,1
3709,2
3710,1
3711,4
3712,0
3713,6
3714,7
3715,4
3716,1
3717,5
3718,5
3719,1
3720,1
3721,3
3722,3
3723,0
3724,8
3725,8
3726,2
3727,6
3728,3
3729,8
3730,1
3731,8
3732,8
3733,2
3734,0
3735,1
3736,5
3737,8
3738,1
3739,3
3740,3
3741,8
3742,0
3743,8
3744,5
3745,1
3746,0
3747,1
3748,5
3749,7
3750,7
3751,7
3752,1
3753,5
3754,7
3755,5
3756,3
3757,0
3758,9
3759,3
3760,1
3761,6
3762,6
3763,5
3764,1
3765,1
3766,8
3767,5
3768,3
3769,7
3770,3
3771,7
3772,7
3773,0
3774,5
3775,8
3776,0
3777,1
3778,3
3779,4
3780,3
3781,2
3782,8
3783,4
3784,7
3785,5
3786,8
3787,5
3788,5
3789,2
3790,4
3791,5
3792,8
3793,7
3794,1
3795,1
3796,9
3797,8
3798,5
3799,0
3800,4
3801,1
3802,9
3803,5
3804,8
3805,0
3806,6
3807,5
3808,9
3809,1
3810,5
3811,7
3812,2
3813,8
3814,7
3815,7
3816,3
3817,1
3818,0
3819,1
3820,0
3821,1
3822,0
3823,2
3824,2
3825,1
3826,8
3827,5
3828,8
3829,1
3830,2
3831,5
3832,3
3833,9
3834,1
3835,9
3836,6
3837,5
3838,0
3839,7
3840,2
3841,4
3842,6
3843,7
3844,9
3845,1
3846,1
3847,4
3848,9
3849,3
3850,5
3851,3
3852,8
3853,8
3854,1
3855,9
3856,1
3857,8
3858,5
3859,3
3860,0
3861,1
3862,7
3863,9
3864,8
3865,4
3866,7
3867,0
3868,9
3869,5
3870,0
3871,8
3872,2
3873,1
3874,1
3875,3
3876,4
3877,3
3878,4
3879,1
3880,1
3881,1
3882,1
3883,5
3884,6
3885,4
3886,4
3887,0
3888,7
3889,3
3890,1
3891,2
3892,0
3893,9
3894,1
3895,5
3896,1
3897,8
3898,3
3899,1
3900,9
3901,9
3902,3
3903,3
3904,5
3905,1
3906,9
3907,7
3908,7
3909,9
3910,5
3911,0
3912,7
3913,3
3914,7
3915,6
3916,2
3917,0
3918,1
3919,0
3920,9
3921,4
3922,1
3923,2
3924,8
3925,4
3926,3
3927,6
3928,1
3929,6
3930,3
3931,7
3932,3
3933,2
3934,4
3935,8
3936,4
3937,3
3938,9
3939,5
3940,3
3941,6
3942,9
3943,1
3944,7
3945,8
3946,5
3947,7
3948,8
3949,5
3950,1
3951,7
3952,6
3953,1
3954,8
3955,9
3956,5
3957,3
3958,7
3959,4
3960,2
3961,3
3962,5
3963,5
3964,4
3965,7
3966,3
3967,2
3968,1
3969,5
3970,9
3971,5
3972,9
3973,0
3974,3
3975,7
3976,6
3977,1
3978,1
3979,3
3980,1
3981,6
3982,8
3983,5
3984,2
3985,4
3986,0
3987,3
3988,9
3989,0
3990,8
3991,4
3992,8
3993,8
3994,3
3995,7
3996,7
3997,4
3998,2
3999,7
4000,0
4001,2
4002,5
4003,0
4004,7
4005,3
4006,3
4007,6
4008,8
4009,6
4010,5
4011,5
4012,9
4013,7
4014,7
4015,8
4016,1
4017,4
4018,0
4019,7
4020,9
4021,3
4022,8
4023,0
4024,4
4025,9
4026,1
4027,2
4028,4
4029,8
4030,4
4031,1
4032,8
4033,6
4034,1
4035,1
4036,5
4037,7
4038,4
4039,4
4040,8
4041,4
4042,3
4043,7
4044,1
4045,7
4046,0
4047,5
4048,7
4049,0
4050,1
4051,1
4052,8
4053,3
4054,6
4055,0
4056,8
4057,5
4058,2
4059,1
4060,1
4061,4
4062,0
4063,5
4064,1
4065,4
4066,0
4067,9
4068,8
4069,1
4070,5
4071,8
4072,2
4073,5
4074,0
4075,7
4076,3
4077,1
4078,5
4079,9
4080,0
4081,1
4082,1
4083,8
4084,3
4085,6
4086,0
4087,3
4088,5
4089,9
4090,3
4091,8
4092,5
4093,8
4094,1
4095,7
4096,1
4097,1
4098,7
4099,6
4100,1
4101,2
4102,2
4103,8
4104,6
4105,0
4106,1
4107,5
4108,8
4109,1
4110,3
4111,2
4112,4
4113,8
4114,1
4115,2
4116,5
4117,8
4118,1
4119,9
4120,1
4121,1
4122,2
4123,4
4124,5
4125,9
4126,1
4127,1
4128,5
4129,0
4130,2
4131,6
4132,6
4133,1
4134,8
4135,8
4136,1
4137,1
4138,4
4139,8
4140,1
4141,8
4142,1
4143,4
4144,8
4145,2
4146,5
4147,7
4148,5
4149,1
4150,8
4151,2
4152,7
4153,3
4154,8
4155,6
4156,7
4157,5
4158,7
4159,2
4160,1
4161,6
4162,5
4163,1
4164,2
4165,2
4166,4
4167,1
4168,5
4169,3
4170,9
4171,8
4172,1
4173,3
4174,7
4175,5
4176,3
4177,4
4178,8
4179,0
4180,8
4181,7
4182,1
4183,2
4184,1
4185,8
4186,1
4187,1
4188,9
4189,3
4190,4
4191,4
4192,5
4193,1
4194,9
4195,2
4196,8
4197,5
4198,3
4199,3
4200,3
4201,4
4202,6
4203,1
4204,5
4205,8
4206,7
4207,1
4208,3
4209,7
4210,8
4211,1
4212,2
4213,5
4214,8
4215,1
4216,0
4217,5
4218,8
4219,1
4220,1
4221,4
4222,2
4223,6
4224,2
4225,2
4226,1
4227,5
4228,5
4229,1
4230,5
4231,1
4232,4
4233,8
4234,8
4235,5
4236,7
4237,4
4238,1
4239,4
4240,4
4241,1
4242,7
4243,1
4244,0
4245,3
4246,7
4247,8
4248,9
4249,0
4250,1
4251,0
4252,0
4253,3
4254,6
4255,5
4256,2
4257,0
4258,8
4259,1
4260,5
4261,2
4262,5
4263,9
4264,8
4265,7
4266,8
4267,3
4268,5
4269,0
4270,4
4271,4
4272,1
4273,9
4274,3
4275,3
4276,0
4277,8
4278,1
4279,1
4280,0
4281,4
4282,1
4283,4
4284,0
4285,4
4286,7
4287,2
4288,9
4289,9
4290,0
4291,3
4292,2
4293,1
4294,1
4295,1
4296,6
4297,2
4298,7
4299,8
4300,6
4301,4
4302,2
4303,8
4304,8
4305,0
4306,1
4307,6
4308,6
4309,7
4310,3
4311,2
4312,9
4313,2
4314,7
4315,3
4316,9
4317,2
4318,1
4319,1
4320,8
4321,9
4322,4
4323,1
4324,8
4325,9
4326,6
4327,7
4328,0
4329,6
4330,4
4331,2
4332,6
4333,1
4334,1
4335,8
4336,9
4337,2
4338,8
4339,6
4340,8
4341,8
4342,3
4343,4
4344,5
4345,7
4346,7
4347,3
4348,1
4349,0
4350,1
4351,8
4352,5
4353,5
4354,3
4355,0
4356,0
4357,1
4358,1
4359,2
4360,9
4361,1
4362,0
4363,0
4364,6
4365,1
4366,8
4367,4
4368,0
4369,8
4370,4
4371,6
4372,7
4373,7
4374,1
4375,8
4376,6
4377,7
4378,7
4379,1
4380,5
4381,1
4382,5
4383,0
4384,5
4385,0
4386,1
4387,0
4388,8
4389,9
4390,2
4391,1
4392,4
4393,5
4394,1
4395,1
4396,8
4397,3
4398,8
4399,6
4400,3
4401,8
4402,1
4403,0
4404,5
4405,4
4406,8
4407,0
4408,0
4409,9
4410,5
4411,7
4412,1
4413,2
4414,1
4415,7
4416,1
4417,5
4418,0
4419,1
4420,1
4421,9
4422,1
4423,1
4424,8
4425,1
4426,5
4427,9
4428,0
4429,1
4430,0
4431,5
4432,4
4433,5
4434,1
4435,3
4436,0
4437,3
4438,4
4439,1
4440,6
4441,8
4442,2
4443,4
4444,0
4445,8
4446,0
4447,1
4448,1
4449,9
4450,4
4451,7
4452,2
4453,6
4454,6
4455,5
4456,3
4457,0
4458,4
4459,6
4460,3
4461,3
4462,8
4463,7
4464,8
4465,3
4466,4
4467,0
4468,3
4469,8
4470,6
4471,4
4472,4
4473,4
4474,6
4475,2
4476,6
4477,7
4478,7
4479,0
4480,1
4481,3
4482,7
4483,1
4484,3
4485,1
4486,3
4487,5
4488,8
4489,1
4490,1
4491,1
4492,3
4493,2
4494,1
4495,1
4496,2
4497,3
4498,5
4499,1
4500,5
4501,9
4502,9
4503,4
4504,8
4505,8
4506,4
4507,2
4508,2
4509,9
4510,1
4511,2
4512,2
4513,2
4514,2
4515,2
4516,1
4517,4
4518,8
4519,1
4520,7
4521,1
4522,3
4523,3
4524,2
4525,6
4526,2
4527,6
4528,8
4529,8
4530,1
4531,2
4532,1
4533,1
4534,1
4535,8
4536,9
4537,4
4538,1
4539,8
4540,5
4541,5
4542,0
4543,0
4544,6
4545,5
4546,9
4547,8
4548,4
4549,1
4550,1
4551,7
4552,8
4553,1
4554,2
4555,8
4556,1
4557,3
4558,1
4559,1
4560,5
4561,1
4562,3
4563,1
4564,1
4565,1
4566,7
4567,1
4568,8
4569,9
4570,8
4571,5
4572,0
4573,7
4574,5
4575,7
4576,1
4577,9
4578,1
4579,1
4580,8
4581,4
4582,5
4583,1
4584,3
4585,5
4586,1
4587,5
4588,1
4589,3
4590,5
4591,8
4592,6
4593,3
4594,1
4595,6
4596,9
4597,5
4598,1
4599,1
4600,5
4601,8
4602,8
4603,5
4604,7
4605,1
4606,1
4607,5
4608,1
4609,4
4610,8
4611,0
4612,6
4613,7
4614,4
4615,6
4616,0
4617,7
4618,3
4619,8
4620,3
4621,3
4622,8
4623,9
4624,8
4625,9
4626,5
4627,1
4628,2
4629,3
4630,1
4631,8
4632,1
4633,8
4634,2
4635,6
4636,2
4637,9
4638,1
4639,2
4640,7
4641,1
4642,1
4643,1
4644,9
4645,0
4646,3
4647,1
4648,8
4649,9
4650,1
4651,9
4652,3
4653,9
4654,5
4655,0
4656,1
4657,1
4658,7
4659,6
4660,2
4661,6
4662,0
4663,0
4664,8
4665,3
4666,7
4667,6
4668,1
4669,1
4670,7
4671,1
4672,2
4673,1
4674,5
4675,1
4676,5
4677,1
4678,3
4679,8
4680,1
4681,1
4682,1
4683,5
4684,5
4685,3
4686,2
4687,9
4688,1
4689,5
4690,1
4691,1
4692,8
4693,8
4694,8
4695,3
4696,1
4697,5
4698,0
4699,8
4700,6
4701,8
4702,5
4703,1
4704,4
4705,9
4706,8
4707,1
4708,5
4709,6
4710,4
4711,1
4712,1
4713,8
4714,4
4715,2
4716,2
4717,0
4718,6
4719,0
4720,1
4721,7
4722,4
4723,1
4724,1
4725,1
4726,7
4727,1
4728,6
4729,1
4730,6
4731,7
4732,9
4733,8
4734,0
4735,8
4736,8
4737,6
4738,8
4739,0
4740,2
4741,4
4742,0
4743,1
4744,2
4745,3
4746,1
4747,0
4748,1
4749,2
4750,0
4751,4
4752,5
4753,4
4754,3
4755,1
4756,6
4757,1
4758,5
4759,2
4760,2
4761,7
4762,0
4763,9
4764,0
4765,9
4766,5
4767,1
4768,1
4769,0
4770,1
4771,1
4772,9
4773,4
4774,0
4775,9
4776,0
4777,0
4778,5
4779,8
4780,6
4781,1
4782,8
4783,5
4784,8
4785,1
4786,1
4787,1
4788,0
4789,7
4790,9
4791,3
4792,5
4793,8
4794,0
4795,5
4796,2
4797,1
4798,5
4799,8
4800,1
4801,5
4802,0
4803,3
4804,4
4805,4
4806,0
4807,5
4808,8
4809,8
4810,1
4811,1
4812,3
4813,3
4814,7
4815,3
4816,2
4817,4
4818,5
4819,2
4820,9
4821,2
4822,8
4823,8
4824,1
4825,1
4826,7
4827,4
4828,7
4829,7
4830,5
4831,7
4832,0
4833,4
4834,8
4835,5
4836,2
4837,6
4838,0
4839,8
4840,8
4841,1
4842,4
4843,1
4844,1
4845,5
4846,2
